time[sec],ax[m/s^2],ay[m/s^2],az[m/s^2],gx[rad/s],gy[rad/s],gz[rad/s]
18.280,2.706,3.846,8.723,0.651,-2.502,0.631
18.290,2.438,3.880,9.312,0.518,-2.508,0.766
18.300,2.692,4.110,9.503,0.426,-2.313,0.878
18.310,3.233,3.933,9.432,0.377,-2.013,0.994
18.320,3.497,3.573,9.475,0.353,-1.749,1.092
18.330,3.851,3.463,9.029,0.303,-1.559,1.156
18.340,4.067,3.358,8.708,0.183,-1.419,1.199
18.350,4.024,3.554,8.368,0.026,-1.391,1.246
18.360,4.009,3.176,8.057,-0.154,-1.488,1.296
18.370,4.033,3.559,7.856,-0.400,-1.605,1.345
18.380,4.158,3.334,7.841,-0.697,-1.679,1.431
18.390,3.870,3.343,8.105,-0.981,-1.701,1.545
18.400,5.370,2.654,8.028,-1.716,-1.486,1.598
18.410,5.418,2.544,7.913,-1.740,-1.452,1.605
18.420,5.532,2.390,7.880,-1.769,-1.420,1.615
18.430,5.528,2.304,7.755,-1.780,-1.369,1.626
18.440,5.537,2.223,7.659,-1.810,-1.325,1.631
18.450,5.231,1.873,7.362,-1.866,-1.144,1.616
18.460,5.379,1.633,7.482,-1.887,-1.006,1.569
18.470,5.408,1.097,7.501,-2.000,-0.918,1.502
18.480,5.873,0.608,7.650,-2.115,-0.855,1.431
18.490,5.959,0.422,7.573,-2.245,-0.830,1.379
18.500,5.997,0.263,7.434,-2.360,-0.834,1.347
18.510,6.083,0.422,7.453,-2.423,-0.863,1.340
18.520,6.208,0.556,7.195,-2.468,-0.868,1.349
18.530,6.256,0.728,7.266,-2.507,-0.824,1.347
18.540,6.347,0.757,7.722,-2.567,-0.654,1.337
18.550,6.203,0.445,8.133,-2.546,-0.454,1.309
18.560,6.376,0.067,8.272,-2.446,-0.253,1.262
18.570,6.347,-0.354,8.991,-2.328,0.061,1.172
18.580,6.519,-1.020,8.972,-2.291,0.439,1.100
18.590,6.323,-1.796,8.627,-2.270,0.765,1.047
18.600,5.901,-1.820,8.392,-2.302,1.017,0.999
18.610,5.633,-1.710,7.966,-2.371,1.174,0.972
18.620,5.422,-1.763,7.607,-2.426,1.202,0.922
18.630,5.791,-1.825,6.888,-2.413,1.140,0.867
18.640,6.165,-1.916,6.993,-2.369,1.043,0.806
18.650,6.261,-1.830,7.338,-2.276,0.956,0.713
18.660,6.347,-1.873,7.736,-2.208,0.991,0.636
18.670,6.256,-2.012,8.181,-2.258,1.202,0.650
18.680,5.786,-2.405,8.028,-2.373,1.481,0.742
18.690,5.168,-2.567,7.741,-2.444,1.768,0.805
18.700,4.977,-2.730,7.683,-2.382,1.949,0.761
18.710,4.747,-2.951,7.947,-2.249,2.129,0.632
18.720,4.809,-3.506,7.899,-2.095,2.214,0.494
18.730,4.929,-4.043,7.688,-1.937,2.139,0.402
18.740,5.125,-4.383,7.506,-1.847,2.018,0.316
18.750,5.327,-4.440,7.444,-1.756,1.890,0.260
18.760,5.604,-4.512,7.266,-1.668,1.866,0.271
18.770,5.758,-4.129,7.607,-1.611,1.990,0.323
18.780,5.513,-3.890,7.750,-1.537,2.299,0.341
18.790,5.135,-3.866,7.999,-1.410,2.707,0.353
18.800,4.105,-4.244,8.071,-1.223,3.061,0.350
18.810,3.157,-4.795,8.110,-1.085,3.236,0.315
18.820,2.213,-5.379,7.880,-0.988,3.164,0.235
18.830,1.667,-5.571,7.458,-0.924,2.932,0.148
18.840,1.902,-5.461,7.056,-0.913,2.680,0.070
18.850,2.266,-5.231,6.692,-0.922,2.400,-0.002
18.860,2.932,-5.073,6.337,-0.904,2.157,-0.042
18.870,3.109,-5.149,6.462,-0.859,2.029,-0.022
18.880,3.109,-5.101,6.831,-0.775,2.030,0.060
18.890,2.625,-5.125,7.482,-0.670,2.133,0.135
18.900,2.448,-5.159,7.999,-0.559,2.298,0.231
18.910,1.643,-6.217,7.928,-0.443,2.539,0.319
18.920,0.398,-6.558,7.899,-0.275,2.725,0.414
18.930,-0.345,-6.308,7.971,-0.087,2.810,0.399
18.940,-0.733,-6.093,7.884,0.054,2.763,0.304
18.950,-0.560,-6.002,7.631,0.105,2.583,0.215
18.960,-0.096,-5.705,7.310,0.092,2.349,0.187
18.970,0.608,-5.724,6.783,0.083,2.127,0.224
18.980,1.015,-5.614,6.898,0.131,2.015,0.341
18.990,1.130,-5.489,7.381,0.200,2.059,0.519
19.000,0.901,-5.451,7.487,0.328,2.217,0.713
19.010,0.230,-5.437,7.568,0.537,2.449,0.867
19.020,-0.719,-5.633,7.664,0.818,2.722,0.952
19.030,-1.710,-5.624,7.343,1.126,2.960,0.954
19.040,-2.472,-5.959,7.252,1.428,3.088,0.892
19.050,-2.955,-5.782,7.233,1.654,3.138,0.800
19.060,-3.042,-5.451,6.931,1.806,3.156,0.658
19.070,-2.553,-5.116,6.668,1.949,3.127,0.535
19.080,-2.017,-5.135,6.170,2.079,3.095,0.503
19.090,-1.868,-5.077,6.050,2.242,3.040,0.572
19.100,-1.854,-4.962,6.265,2.376,3.018,0.715
19.110,-2.194,-4.579,6.768,2.484,3.027,0.867
19.120,-2.807,-4.282,7.094,2.570,3.066,0.985
19.130,-3.305,-4.148,6.993,2.643,3.092,1.073
19.140,-3.918,-4.196,6.371,2.740,3.058,1.151
19.150,-4.383,-4.048,6.241,2.842,2.946,1.156
19.160,-4.737,-3.674,5.810,2.881,2.736,1.174
19.170,-5.456,-3.305,5.681,2.947,2.517,1.185
19.180,-5.250,-2.711,5.643,2.959,2.249,1.231
19.190,-5.082,-2.275,5.849,2.897,1.913,1.301
19.200,-5.571,-1.806,6.313,2.854,1.662,1.394
19.210,-5.374,-1.686,6.165,2.760,1.373,1.504
19.220,-5.576,-1.135,6.208,2.632,1.061,1.608
19.230,-5.801,-0.814,6.107,2.545,0.781,1.692
19.240,-5.863,-0.613,5.911,2.478,0.555,1.763
19.250,-6.055,-0.254,6.074,2.425,0.359,1.799
19.260,-6.313,0.067,6.625,2.398,0.207,1.783
19.270,-6.438,0.359,6.625,2.340,0.032,1.737
19.280,-6.366,0.886,6.395,2.278,-0.105,1.676
19.290,-6.462,1.059,6.328,2.241,-0.234,1.624
19.300,-6.270,1.183,6.457,2.192,-0.355,1.612
19.310,-5.911,1.696,6.395,2.124,-0.487,1.625
19.320,-5.676,2.031,6.179,2.051,-0.655,1.658
19.330,-5.600,2.438,6.213,1.963,-0.912,1.690
19.340,-5.465,2.879,6.251,1.835,-1.193,1.713
19.350,-5.571,3.147,6.352,1.703,-1.464,1.716
19.360,-5.710,3.420,6.682,1.569,-1.756,1.687
19.370,-5.700,3.621,6.778,1.439,-2.052,1.640
19.380,-5.806,3.966,6.831,1.316,-2.357,1.563
19.390,-5.676,4.153,6.720,1.210,-2.661,1.451
19.400,-4.723,3.775,6.634,1.143,-2.909,1.378
19.410,-4.239,3.703,7.223,1.044,-3.051,1.362
19.420,-3.760,4.330,7.415,0.950,-3.081,1.322
19.430,-3.128,4.665,7.693,0.833,-3.026,1.275
19.440,-2.788,4.857,8.162,0.713,-2.942,1.241
19.450,-2.965,4.924,8.210,0.609,-2.895,1.207
19.460,-2.941,4.982,7.975,0.527,-2.935,1.170
19.470,-2.486,4.675,8.023,0.444,-3.077,1.144
19.480,-2.160,4.431,7.894,0.335,-3.227,1.150
19.490,-1.892,4.488,7.822,0.210,-3.388,1.140
19.500,-1.609,4.574,8.105,0.056,-3.541,1.097
19.510,-1.403,4.718,8.454,-0.115,-3.657,1.033
19.520,-1.097,4.977,8.957,-0.289,-3.675,0.952
19.530,-0.910,5.082,9.106,-0.458,-3.648,0.866
19.540,-0.613,4.982,9.436,-0.622,-3.598,0.795
19.550,-0.148,4.833,9.623,-0.756,-3.531,0.752
19.560,0.302,4.584,9.590,-0.869,-3.469,0.732
19.570,0.891,4.306,9.604,-0.973,-3.400,0.720
19.580,1.341,4.009,9.743,-1.053,-3.277,0.697
19.590,1.562,4.019,10.150,-1.125,-3.094,0.664
19.600,1.873,3.894,10.342,-1.204,-2.828,0.656
19.610,1.878,3.607,10.538,-1.331,-2.406,0.677
19.620,1.902,3.554,10.442,-1.474,-1.886,0.688
19.630,2.136,3.439,10.452,-1.581,-1.394,0.668
19.640,2.414,3.200,10.423,-1.660,-0.977,0.609
19.650,2.500,2.946,10.141,-1.716,-0.695,0.524
19.660,2.601,2.893,9.887,-1.765,-0.538,0.440
19.670,2.620,2.697,9.590,-1.871,-0.445,0.370
19.680,2.668,2.692,9.326,-1.964,-0.368,0.320
19.690,2.615,2.663,9.183,-2.097,-0.318,0.276
19.700,2.654,2.424,9.197,-2.249,-0.240,0.230
19.710,2.587,2.031,9.163,-2.369,-0.111,0.189
19.720,2.745,1.609,9.183,-2.426,0.020,0.149
19.730,2.864,1.289,9.341,-2.463,0.149,0.101
19.740,3.099,1.030,9.527,-2.499,0.288,0.056
19.750,3.205,1.035,9.331,-2.493,0.421,0.036
19.760,3.176,1.049,9.283,-2.455,0.532,0.037
19.770,2.979,0.819,9.187,-2.396,0.642,0.052
19.780,2.802,0.695,9.168,-2.352,0.739,0.069
19.790,2.711,0.426,9.053,-2.349,0.865,0.082
19.800,2.486,0.129,8.871,-2.340,0.975,0.081
19.810,2.366,-0.077,8.766,-2.273,1.031,0.056
19.820,2.309,-0.302,8.603,-2.172,1.046,0.028
19.830,2.352,-0.527,8.435,-2.050,1.022,0.006
19.840,2.175,-0.714,8.335,-1.921,0.949,-0.003
19.850,2.189,-0.824,8.301,-1.849,0.824,0.006
19.860,2.093,-0.977,8.019,-1.785,0.621,0.024
19.870,2.136,-1.226,7.913,-1.776,0.350,0.043
19.880,2.151,-1.312,7.798,-1.764,0.070,0.058
19.890,2.069,-1.456,8.244,-1.782,-0.163,0.068
19.900,2.165,-1.835,8.636,-1.818,-0.318,0.076
19.910,2.242,-2.041,8.953,-1.797,-0.405,0.096
19.920,2.433,-2.065,9.173,-1.798,-0.438,0.134
19.930,2.438,-2.084,9.537,-1.785,-0.363,0.169
19.940,2.496,-2.270,9.757,-1.764,-0.178,0.189
19.950,2.620,-2.376,9.982,-1.740,0.048,0.209
19.960,2.486,-3.128,9.221,-1.700,0.609,0.282
19.970,2.467,-3.190,9.221,-1.704,0.601,0.283
19.980,2.467,-3.219,9.163,-1.703,0.588,0.284
19.990,2.333,-3.305,9.096,-1.710,0.575,0.285
20.000,2.347,-3.252,9.039,-1.706,0.552,0.289
20.010,2.108,-4.680,9.192,-1.685,0.081,0.250
20.020,2.112,-4.723,9.197,-1.680,0.107,0.253
20.030,2.127,-4.661,9.293,-1.675,0.122,0.253
20.040,2.050,-4.632,9.393,-1.669,0.142,0.253
20.050,2.079,-4.709,9.417,-1.661,0.162,0.254
20.060,2.084,-4.675,9.427,-1.652,0.191,0.255
20.070,2.012,-4.757,9.441,-1.616,0.302,0.255
20.080,1.887,-4.790,9.101,-1.550,0.467,0.250
20.090,1.734,-4.982,8.756,-1.455,0.625,0.239
20.100,1.576,-4.891,8.282,-1.354,0.732,0.209
20.110,1.332,-4.934,7.999,-1.263,0.754,0.170
20.120,1.188,-4.895,7.472,-1.163,0.699,0.130
20.130,0.968,-5.010,7.022,-1.048,0.580,0.097
20.140,0.762,-5.039,6.744,-0.911,0.419,0.074
20.150,0.570,-4.986,6.907,-0.789,0.279,0.055
20.160,0.642,-5.020,7.238,-0.703,0.149,0.030
20.170,0.786,-5.049,7.314,-0.633,0.019,-0.008
20.180,0.905,-5.355,7.338,-0.563,-0.071,-0.031
20.190,1.063,-5.518,7.597,-0.478,-0.096,-0.051
20.200,1.193,-5.604,7.779,-0.360,-0.047,-0.062
20.210,1.384,-5.748,7.745,-0.201,0.045,-0.057
20.220,1.403,-5.729,7.616,-0.028,0.145,-0.052
20.230,1.403,-5.499,7.496,0.142,0.204,-0.050
20.240,1.130,-5.192,7.348,0.297,0.223,-0.059
20.250,1.044,-5.097,7.219,0.424,0.210,-0.068
20.260,1.126,-5.053,7.075,0.549,0.146,-0.083
20.270,1.087,-5.192,7.084,0.678,0.044,-0.104
20.280,1.078,-5.130,7.252,0.802,-0.058,-0.125
20.290,1.063,-5.145,7.463,0.919,-0.142,-0.133
20.300,1.178,-4.924,7.722,1.049,-0.171,-0.141
20.310,1.408,-4.752,7.865,1.181,-0.135,-0.142
20.320,1.691,-4.531,7.932,1.314,-0.065,-0.134
20.330,1.748,-4.488,8.229,1.417,0.030,-0.119
20.340,1.734,-4.388,8.407,1.506,0.118,-0.103
20.350,1.571,-4.321,8.349,1.584,0.161,-0.102
20.360,1.332,-4.186,8.172,1.668,0.167,-0.113
20.370,1.035,-4.249,8.038,1.790,0.149,-0.135
20.380,0.944,-4.119,8.177,1.898,0.098,-0.178
20.390,1.035,-3.775,8.277,1.975,0.041,-0.215
20.400,1.322,-3.521,8.272,2.014,0.027,-0.234
20.410,1.557,-3.238,8.589,2.046,0.008,-0.238
20.420,1.753,-3.099,8.689,2.075,0.004,-0.215
20.430,1.753,-2.864,8.727,2.095,0.027,-0.174
20.440,1.662,-2.745,8.751,2.123,0.060,-0.148
20.450,1.528,-2.687,8.852,2.161,0.107,-0.119
20.460,1.447,-2.553,8.972,2.192,0.145,-0.104
20.470,1.403,-2.409,9.250,2.212,0.188,-0.092
20.480,1.375,-2.242,9.187,2.224,0.215,-0.096
20.490,1.437,-2.175,9.321,2.228,0.231,-0.086
20.500,1.332,-1.825,9.216,2.226,0.248,-0.080
20.510,1.346,-1.700,9.441,2.209,0.287,-0.071
20.520,1.418,-1.451,9.484,2.177,0.331,-0.051
20.530,1.346,-1.221,9.594,2.148,0.388,-0.031
20.540,1.346,-0.958,9.724,2.109,0.449,-0.014
20.550,1.303,-0.685,9.867,2.063,0.512,-0.003
20.560,1.164,-0.580,9.920,2.014,0.577,0.011
20.570,1.236,-0.498,10.136,1.943,0.659,0.042
20.580,1.154,-0.268,10.040,1.892,0.736,0.065
20.590,1.111,-0.321,9.786,1.857,0.798,0.094
20.600,1.030,-0.220,9.460,1.813,0.835,0.117
20.610,1.059,0.048,9.436,1.748,0.832,0.136
20.620,0.857,0.292,9.537,1.641,0.801,0.154
20.630,0.661,0.608,9.705,1.503,0.736,0.171
20.640,0.541,0.939,9.772,1.361,0.654,0.193
20.650,0.412,1.049,9.566,1.225,0.569,0.202
20.660,0.302,1.193,9.609,1.102,0.526,0.215
20.670,0.225,1.533,9.767,0.980,0.503,0.216
20.680,0.201,1.480,9.776,0.835,0.471,0.217
20.690,0.125,1.380,9.331,0.732,0.417,0.249
20.700,0.086,1.427,9.724,0.591,0.392,0.262
20.710,0.067,1.586,10.069,0.383,0.398,0.250
20.720,-0.034,1.811,9.930,0.170,0.387,0.221
20.730,-0.235,1.801,9.738,0.006,0.355,0.179
20.740,-0.263,1.768,9.719,-0.126,0.310,0.146
20.750,-0.216,1.609,9.585,-0.238,0.276,0.106
20.760,-0.043,1.332,9.700,-0.344,0.277,0.053
20.770,0.005,1.365,9.896,-0.436,0.295,-0.008
20.780,0.192,1.308,9.733,-0.559,0.308,-0.033
20.790,-0.077,1.097,9.494,-0.596,0.297,-0.049
20.800,-0.249,1.078,9.551,-0.633,0.278,-0.067
20.810,-0.340,1.092,9.618,-0.671,0.250,-0.087
20.820,-0.278,1.102,9.642,-0.746,0.206,-0.103
20.830,-0.259,1.274,9.283,-0.824,0.135,-0.119
20.840,-0.249,1.140,9.144,-0.938,-0.007,-0.110
20.850,-0.326,1.154,8.996,-1.023,-0.128,-0.105
20.860,-0.450,0.972,9.154,-1.094,-0.243,-0.118
20.870,-0.431,0.853,9.412,-1.157,-0.354,-0.123
20.880,-0.412,0.661,9.321,-1.226,-0.452,-0.127
20.890,-0.273,0.469,9.216,-1.239,-0.529,-0.115
20.900,-0.196,0.283,8.876,-1.193,-0.560,-0.119
20.910,-0.101,-0.024,8.727,-1.122,-0.541,-0.124
20.920,0.263,-0.077,9.000,-1.036,-0.466,-0.114
20.930,0.445,0.024,9.115,-0.956,-0.354,-0.112
20.940,0.321,0.172,9.321,-0.901,-0.240,-0.121
20.950,0.311,0.096,9.144,-0.835,-0.148,-0.112
20.960,-0.206,0.086,9.154,-0.748,-0.130,-0.132
20.970,0.038,-0.254,8.723,-0.639,-0.155,-0.109
20.980,0.196,-0.465,9.173,-0.552,-0.174,-0.082
20.990,0.278,-0.474,9.245,-0.475,-0.174,-0.085
21.000,0.254,-0.570,9.705,-0.430,-0.164,-0.105
21.010,0.240,-0.604,9.714,-0.378,-0.186,-0.124
21.020,0.311,-0.810,9.254,-0.282,-0.250,-0.127
21.030,0.249,-0.742,8.957,-0.164,-0.336,-0.110
21.040,0.077,-0.436,9.585,-0.082,-0.364,-0.135
21.050,0.369,-0.211,9.384,-0.049,-0.333,-0.195
21.060,0.675,-0.450,8.512,0.032,-0.349,-0.226
21.070,0.790,-0.862,8.641,0.155,-0.368,-0.208
21.080,0.690,-0.623,9.489,0.240,-0.305,-0.213
21.090,0.383,-0.326,10.706,0.254,-0.156,-0.260
21.100,0.220,-0.177,11.185,0.237,0.039,-0.295
21.110,0.618,-0.417,10.869,0.227,0.189,-0.288
21.120,1.590,-0.790,10.198,0.264,0.343,-0.189
21.130,2.433,-1.145,9.705,0.255,0.430,-0.049
21.140,2.793,-1.221,9.709,0.224,0.482,0.079
21.150,2.836,-1.384,9.987,0.187,0.541,0.212
21.160,2.381,-1.451,9.839,0.219,0.655,0.321
21.170,1.940,-1.169,9.844,0.291,0.788,0.426
21.180,1.015,-0.829,9.882,0.361,0.940,0.447
21.190,-0.412,-0.287,9.561,0.438,1.035,0.398
21.200,-1.705,0.551,9.125,0.510,1.067,0.273
21.210,-2.529,1.164,9.010,0.539,1.009,0.106
21.220,-1.691,0.939,9.441,0.441,0.829,0.029
21.230,-0.656,0.637,9.374,0.318,0.594,0.071
21.240,-0.570,0.762,9.202,0.232,0.465,0.092
21.250,-0.833,1.030,8.924,0.184,0.401,0.069
21.260,-1.346,1.308,7.022,0.235,0.186,0.026
21.270,-1.672,1.389,7.338,0.239,-0.092,-0.033
21.280,-1.207,1.039,7.856,0.216,-0.311,-0.109
21.290,-0.254,0.489,8.665,0.257,-0.327,-0.137
21.300,-0.546,-0.057,8.962,0.383,-0.168,-0.192
21.310,-1.068,-0.331,9.422,0.449,-0.074,-0.285
21.320,-0.853,0.096,10.538,0.399,-0.020,-0.348
21.330,-0.393,0.498,11.324,0.280,0.064,-0.374
21.340,0.091,0.450,11.448,0.147,0.136,-0.344
21.350,1.308,-0.101,10.658,0.023,0.158,-0.206
21.360,1.863,-0.747,9.211,0.003,0.101,-0.010
21.370,1.193,-0.551,7.698,0.035,-0.091,0.072
21.380,0.302,-0.240,6.649,0.075,-0.437,0.086
21.390,-0.139,0.292,6.936,0.065,-0.872,0.086
21.400,0.172,0.795,8.440,0.046,-1.108,0.123
21.410,0.651,0.924,10.164,-0.037,-1.166,0.203
21.420,-0.398,1.360,10.864,-0.062,-1.004,0.204
21.430,-1.226,1.365,11.285,-0.071,-0.717,0.125
21.440,-1.044,1.164,11.769,-0.102,-0.390,0.049
21.450,1.087,0.014,8.411,0.254,0.895,-0.037
21.460,1.092,0.096,8.114,0.262,0.858,-0.025
21.470,0.939,0.196,7.832,0.257,0.810,-0.005
21.480,0.872,0.192,7.698,0.255,0.763,0.008
21.490,0.800,0.297,7.616,0.245,0.686,0.021
21.500,0.393,0.460,8.019,0.154,0.351,0.058
21.510,0.019,0.805,9.058,0.046,0.108,0.073
21.520,-0.489,0.790,9.053,-0.001,-0.104,0.077
21.530,-0.699,0.762,9.484,-0.001,-0.274,0.084
21.540,-0.254,0.805,9.997,-0.011,-0.290,0.098
21.550,-0.374,1.020,10.169,-0.024,-0.173,0.035
21.560,-0.378,0.536,9.906,0.017,0.027,-0.031
21.570,0.105,0.326,9.920,0.085,0.237,-0.023
21.580,0.359,0.474,9.963,0.109,0.428,-0.012
21.590,0.551,0.216,9.700,0.091,0.521,0.044
21.600,0.982,0.556,9.460,0.048,0.527,0.130
21.610,0.795,0.896,9.135,0.015,0.488,0.196
21.620,-0.843,1.111,8.828,0.013,0.423,0.170
21.630,-1.916,0.862,8.325,0.047,0.356,0.018
21.640,-1.657,0.407,8.732,0.069,0.202,-0.113
21.650,-1.403,0.704,10.591,0.019,0.117,-0.184
21.660,-0.790,1.226,10.078,-0.066,0.125,-0.187
21.670,-0.163,1.130,10.505,-0.163,0.173,-0.124
21.680,0.647,0.857,9.412,-0.213,0.174,0.025
21.690,1.710,0.536,9.106,-0.204,0.241,0.204
21.700,1.298,0.493,8.569,-0.160,0.245,0.311
21.710,0.742,0.158,8.474,-0.124,0.244,0.303
21.720,-0.187,-0.196,8.210,-0.054,0.200,0.240
21.730,-1.849,0.254,9.743,-0.024,0.145,0.102
21.740,-1.839,0.503,9.585,-0.033,-0.046,0.034
21.750,-1.557,1.015,9.302,-0.045,-0.255,0.027
21.760,-0.958,0.814,9.360,-0.067,-0.392,0.052
21.770,0.163,0.709,9.599,-0.098,-0.391,0.098
21.780,0.455,0.134,10.006,-0.084,-0.272,0.169
21.790,0.723,0.302,9.087,-0.005,-0.118,0.204
21.800,0.101,0.249,9.350,0.067,0.076,0.194
21.810,-0.867,0.345,8.339,0.195,0.011,0.114
21.820,-0.671,-0.172,8.167,0.294,-0.145,0.061
21.830,-0.939,0.378,8.368,0.284,-0.469,0.049
21.840,-1.092,1.533,8.272,0.203,-0.793,0.018
21.850,-0.829,1.418,9.594,0.057,-1.041,0.034
21.860,0.699,0.953,10.940,-0.057,-0.967,0.104
21.870,0.781,0.853,11.463,-0.092,-0.723,0.166
21.880,0.522,0.824,9.743,-0.050,-0.519,0.150
21.890,0.517,0.560,9.374,0.022,-0.342,0.141
21.900,0.335,0.719,9.791,0.099,-0.118,0.133
21.910,0.024,0.704,10.591,0.146,0.125,0.083
21.920,0.776,-0.062,10.193,0.153,0.248,0.108
21.930,0.704,0.278,9.690,0.147,0.193,0.168
21.940,-0.316,1.049,9.034,0.104,0.058,0.121
21.950,-0.589,1.102,8.775,0.058,-0.045,0.053
21.960,-0.719,0.934,8.933,0.040,-0.083,-0.016
21.970,0.048,0.680,9.858,0.046,0.024,-0.023
21.980,0.398,1.059,10.045,0.038,0.135,-0.017
21.990,0.311,1.221,10.083,-0.018,0.179,-0.017
22.000,-0.211,1.025,9.312,-0.038,0.121,-0.006
22.010,-0.263,0.393,8.416,-0.011,-0.061,0.041
22.020,0.364,-0.402,6.232,0.122,-0.488,0.133
22.030,1.183,-0.163,9.379,0.189,-0.594,0.153
22.040,1.978,0.819,11.051,0.186,-0.157,0.048
22.050,-0.091,1.614,10.538,0.128,0.150,-0.115
22.060,-0.412,1.087,9.417,0.099,0.124,-0.101
22.070,-0.010,0.695,9.561,0.124,0.164,-0.133
22.080,-0.316,0.623,10.284,0.157,0.291,-0.210
22.090,-0.067,0.891,10.495,0.002,0.099,-0.232
22.100,0.546,2.644,9.307,-0.262,-0.054,0.009
22.110,-0.345,-0.383,9.566,-0.206,-0.244,0.085
22.120,0.613,0.043,12.344,-0.218,-0.047,0.107
22.130,0.307,0.493,9.379,-0.159,0.120,-0.017
22.140,1.130,1.403,8.852,-0.163,0.002,0.021
22.150,0.536,1.945,9.489,-0.202,-0.072,0.006
22.160,0.685,0.699,9.561,-0.167,-0.003,-0.063
22.170,0.388,0.924,9.489,-0.135,0.038,-0.117
22.180,0.388,0.762,9.269,-0.098,0.040,-0.129
22.190,0.378,0.326,9.604,-0.074,0.026,-0.131
22.200,-0.129,0.872,9.618,-0.069,0.049,-0.102
22.210,0.263,1.164,9.446,-0.173,0.135,-0.067
22.220,0.412,0.992,8.876,-0.260,-0.017,-0.105
22.230,0.297,0.853,8.909,-0.354,0.050,-0.100
22.240,0.115,0.656,8.545,-0.469,-0.032,-0.112
22.250,0.642,0.680,9.139,-0.558,-0.012,-0.152
22.260,0.541,0.642,8.948,-0.627,-0.001,-0.205
22.270,0.570,0.651,9.307,-0.675,0.017,-0.252
22.280,0.426,0.857,9.527,-0.675,0.047,-0.281
22.290,-0.057,0.302,9.810,-0.639,0.029,-0.262
22.300,-0.369,-0.024,10.006,-0.567,0.047,-0.192
22.310,-0.618,-0.244,9.719,-0.507,0.046,-0.106
22.320,-0.546,-0.489,10.366,-0.396,0.040,0.003
22.330,0.168,-0.244,10.370,-0.272,0.049,0.042
22.340,0.101,-0.101,9.891,-0.184,0.077,0.057
22.350,0.211,0.273,9.575,-0.167,0.042,0.064
22.360,0.043,0.187,8.268,-0.313,0.049,0.078
22.370,0.125,0.589,8.416,-0.498,-0.020,0.051
22.380,-0.244,0.742,6.251,-0.810,-0.030,0.044
22.390,-0.158,1.193,4.809,-1.423,-0.044,0.042
22.400,6.040,-5.609,46.138,-0.384,-0.724,-0.037
22.410,-0.455,-0.316,14.849,0.511,0.797,0.019
22.420,-0.096,0.934,5.236,0.105,-0.022,0.027
22.430,-0.412,0.158,6.974,-0.284,-0.231,0.011
22.440,0.968,-0.647,11.870,0.007,0.062,0.006
22.450,0.259,-0.110,9.968,0.060,0.119,0.010
22.460,-0.034,0.072,8.943,-0.053,0.023,0.013
22.470,0.168,-0.182,9.863,-0.061,-0.039,0.011
22.480,0.182,-0.177,9.609,-0.021,-0.029,0.008
22.490,0.057,-0.101,9.101,-0.048,-0.068,0.007
22.500,0.177,-0.172,9.398,-0.065,-0.085,0.006
22.510,0.230,-0.182,9.666,-0.038,-0.039,0.006
22.520,0.148,-0.067,9.360,-0.046,-0.056,0.006
22.530,0.177,-0.148,9.412,-0.071,-0.070,0.005
22.540,0.240,-0.115,9.642,-0.059,-0.071,-0.000
22.550,0.110,-0.144,9.355,-0.059,-0.094,-0.005
22.560,-0.014,-0.211,9.039,-0.096,-0.209,0.004
22.570,-0.110,-0.172,9.077,-0.123,-0.323,0.001
22.580,1.006,-0.455,10.198,-0.033,-0.004,0.007
22.590,0.345,-0.062,8.996,-0.010,0.127,0.015
22.600,-0.110,-0.125,9.216,-0.052,-0.087,0.006
22.610,0.632,-0.292,9.685,-0.038,-0.006,0.010
22.620,0.316,-0.172,9.475,-0.021,0.079,0.014
22.630,0.144,-0.177,9.336,-0.040,-0.029,0.009
22.640,0.445,-0.192,9.561,-0.033,-0.014,0.007
22.650,0.350,-0.168,9.513,-0.016,0.051,0.010
22.660,0.139,-0.187,9.408,-0.028,-0.003,0.008
22.670,0.316,-0.216,9.547,-0.032,-0.007,0.010
22.680,0.326,-0.187,9.432,-0.024,0.029,0.009
22.690,0.235,-0.201,9.446,-0.028,0.007,0.009
22.700,0.311,-0.206,9.542,-0.029,-0.000,0.009
22.710,0.398,-0.153,9.570,-0.027,0.014,0.011
22.720,0.273,-0.206,9.508,-0.023,0.006,0.006
22.730,0.287,-0.168,9.508,-0.026,0.007,0.009
22.740,0.326,-0.177,9.489,-0.029,0.013,0.010
22.750,0.316,-0.168,9.556,-0.027,0.013,0.010
22.760,0.354,-0.139,9.518,-0.028,0.009,0.011
22.770,0.240,-0.201,9.508,-0.029,0.013,0.010
22.780,0.177,-0.254,9.499,-0.025,0.009,0.011
22.790,0.273,-0.216,9.652,-0.029,0.010,0.006
22.800,0.345,-0.216,9.566,-0.027,0.008,0.014
22.810,0.316,-0.259,9.503,-0.031,0.009,0.011
22.820,0.335,-0.192,9.503,-0.026,0.008,0.011
22.830,0.292,-0.206,9.451,-0.025,0.010,0.012
22.840,0.254,-0.172,9.556,-0.028,0.009,0.010
22.850,0.374,-0.120,9.590,-0.024,0.014,0.009
22.860,0.259,-0.268,9.494,-0.024,0.010,0.007
22.870,0.316,-0.244,9.436,-0.031,0.009,0.010
22.880,0.287,-0.235,9.494,-0.029,0.009,0.010
22.890,0.302,-0.206,9.432,-0.031,0.013,0.009
22.900,0.326,-0.163,9.494,-0.027,0.011,0.008
